system:index,AFG,BGR,LTR,PFG,SHR,TRE,latitude,longitude
4024,1,53,17,2,22,0,32.62838317,-106.8447665
4025,1,53,17,2,22,0,32.62838317,-106.844497
4026,1,52,17,2,22,0,32.62838317,-106.8442275
4027,1,51,17,3,22,0,32.62838317,-106.843958
4028,1,50,18,4,21,0,32.62838317,-106.8436885
4029,2,50,18,5,21,0,32.62838317,-106.843419
4030,2,48,18,7,20,0,32.62838317,-106.8431495
4031,2,48,18,6,21,0,32.62838317,-106.84288
4032,2,49,17,5,23,0,32.62838317,-106.8426105
4033,2,50,16,5,22,0,32.62838317,-106.842341
4034,2,49,16,7,21,0,32.62838317,-106.8420715
4035,1,48,18,11,19,0,32.62838317,-106.8418021
4036,1,45,20,15,16,0,32.62838317,-106.8415326
4037,2,45,21,15,13,1,32.62838317,-106.8412631
4038,2,45,19,13,18,0,32.62838317,-106.8409936
4039,2,47,17,9,20,0,32.62838317,-106.8407241
4040,2,49,17,9,19,0,32.62838317,-106.8404546
4041,2,50,17,10,17,0,32.62838317,-106.8401851
4042,2,49,17,10,18,0,32.62838317,-106.8399156
4043,2,48,18,9,19,0,32.62838317,-106.8396461
4044,3,46,18,11,20,1,32.62838317,-106.8393766
4045,3,45,19,12,19,1,32.62838317,-106.8391071
4046,3,45,19,12,19,1,32.62838317,-106.8388376
4047,3,46,18,11,19,1,32.62838317,-106.8385681
4048,3,45,19,13,18,1,32.62838317,-106.8382986
4049,3,45,19,14,17,1,32.62838317,-106.8380291
4050,2,47,18,11,19,0,32.62838317,-106.8377596
4051,2,49,18,9,19,0,32.62838317,-106.8374901
4052,2,49,18,11,17,0,32.62838317,-106.8372206
4053,3,48,19,12,16,1,32.62838317,-106.8369512
4054,2,48,18,11,17,1,32.62838317,-106.8366817
4055,1,49,17,8,19,0,32.62838317,-106.8364122
4056,2,49,18,11,16,0,32.62838317,-106.8361427
4057,2,47,20,14,14,1,32.62838317,-106.8358732
4058,2,48,20,13,14,0,32.62838317,-106.8356037
4059,2,50,18,10,17,0,32.62838317,-106.8353342
4060,2,53,15,6,19,0,32.62838317,-106.8350647
4061,3,56,14,5,19,0,32.62838317,-106.8347952
4062,2,53,15,5,20,0,32.62838317,-106.8345257
4063,3,51,16,8,19,0,32.62838317,-106.8342562
4064,3,46,18,10,18,1,32.62838317,-106.8339867
4065,3,44,19,13,18,1,32.62838317,-106.8337172
4066,2,42,18,13,18,1,32.62838317,-106.8334477
4067,3,42,18,13,19,1,32.62838317,-106.8331782
4068,2,42,17,12,19,1,32.62838317,-106.8329087
4069,3,43,18,14,18,1,32.62838317,-106.8326392
4070,2,44,17,12,19,1,32.62838317,-106.8323697
4071,3,44,17,12,20,1,32.62838317,-106.8321002
4072,3,44,17,12,20,1,32.62838317,-106.8318308
4073,3,44,18,12,19,1,32.62838317,-106.8315613
4074,3,43,18,13,20,1,32.62838317,-106.8312918
4075,2,46,18,11,18,0,32.62838317,-106.8310223
4076,2,46,17,11,19,0,32.62838317,-106.8307528
4077,3,45,17,11,19,0,32.62838317,-106.8304833
4078,2,45,18,11,20,0,32.62838317,-106.8302138
4079,2,44,18,11,20,1,32.62838317,-106.8299443
4080,3,43,18,12,20,1,32.62838317,-106.8296748
4081,3,40,19,15,19,1,32.62838317,-106.8294053
4082,3,39,19,16,18,1,32.62838317,-106.8291358
4083,3,38,19,18,18,1,32.62838317,-106.8288663
4084,3,38,18,18,18,1,32.62838317,-106.8285968
4085,3,38,18,17,19,1,32.62838317,-106.8283273
4086,3,39,19,16,19,1,32.62838317,-106.8280578
4087,2,43,18,12,20,1,32.62838317,-106.8277883
4088,2,42,18,12,21,1,32.62838317,-106.8275188
4089,2,42,18,12,20,1,32.62838317,-106.8272493
4090,2,41,18,13,21,1,32.62838317,-106.8269799
4091,3,40,18,14,20,1,32.62838317,-106.8267104
4092,3,39,19,16,18,1,32.62838317,-106.8264409
4093,3,41,18,15,19,1,32.62838317,-106.8261714
4094,3,43,18,14,19,1,32.62838317,-106.8259019
4095,2,43,17,12,21,0,32.62838317,-106.8256324
4096,3,41,17,12,22,1,32.62838317,-106.8253629
4097,4,40,17,14,21,1,32.62838317,-106.8250934
4098,3,40,17,14,21,1,32.62838317,-106.8248239
4099,3,41,17,14,21,1,32.62838317,-106.8245544
4100,3,41,17,14,21,0,32.62838317,-106.8242849
4101,3,41,18,15,20,0,32.62838317,-106.8240154
4102,3,40,18,16,19,1,32.62838317,-106.8237459
4103,3,39,18,17,18,1,32.62838317,-106.8234764
4104,3,38,18,18,18,1,32.62838317,-106.8232069
4105,3,39,18,17,18,1,32.62838317,-106.8229374
4106,3,40,18,16,18,1,32.62838317,-106.8226679
4107,4,38,19,19,16,1,32.62838317,-106.8223984
4108,3,36,18,20,16,1,32.62838317,-106.8221289
4109,3,36,18,20,16,1,32.62838317,-106.8218595
4110,3,38,19,20,17,1,32.62838317,-106.82159
4111,4,38,18,19,17,1,32.62838317,-106.8213205
4112,3,39,18,16,19,1,32.62838317,-106.821051
4113,3,41,18,15,19,1,32.62838317,-106.8207815
4114,3,43,17,12,20,0,32.62838317,-106.820512
4115,2,43,17,11,21,0,32.62838317,-106.8202425
4116,3,43,17,11,21,0,32.62838317,-106.819973
4117,3,43,18,12,20,0,32.62838317,-106.8197035
4118,3,42,18,13,20,1,32.62838317,-106.819434
4119,3,41,18,14,20,1,32.62838317,-106.8191645
4120,2,42,17,13,22,0,32.62838317,-106.818895
4121,4,41,17,12,22,1,32.62838317,-106.8186255
4122,4,42,16,11,22,0,32.62838317,-106.818356
4123,3,44,16,10,22,0,32.62838317,-106.8180865
4124,2,45,16,10,21,0,32.62838317,-106.817817
4125,2,46,16,10,20,1,32.62838317,-106.8175475
4126,2,45,16,11,20,1,32.62838317,-106.817278
4127,2,45,15,9,22,0,32.62838317,-106.8170086
4128,2,45,16,9,23,0,32.62838317,-106.8167391
4129,3,42,16,11,23,1,32.62838317,-106.8164696
4130,4,40,16,13,22,1,32.62838317,-106.8162001
4131,4,41,16,12,22,1,32.62838317,-106.8159306
4132,4,43,16,9,21,1,32.62838317,-106.8156611
4133,3,46,14,8,20,1,32.62838317,-106.8153916
4134,3,47,14,7,21,0,32.62838317,-106.8151221
4135,3,47,14,7,20,1,32.62838317,-106.8148526
4136,2,47,14,8,19,1,32.62838317,-106.8145831
4137,2,47,14,7,19,0,32.62838317,-106.8143136
4138,2,46,14,6,20,1,32.62838317,-106.8140441
4139,2,44,15,8,21,1,32.62838317,-106.8137746
4140,2,42,16,9,22,1,32.62838317,-106.8135051
4141,2,50,15,6,21,0,32.62811368,-106.8703685
4142,1,51,16,6,21,0,32.62811368,-106.870099
4143,1,51,16,6,21,0,32.62811368,-106.8698295
4144,1,50,15,5,21,0,32.62811368,-106.86956
4145,2,49,16,6,20,0,32.62811368,-106.8692905
4146,2,47,17,10,16,0,32.62811368,-106.869021
4147,2,43,18,15,16,1,32.62811368,-106.8687515
4148,2,42,18,13,19,1,32.62811368,-106.868482
4149,2,46,16,9,19,1,32.62811368,-106.8682125
4150,2,48,15,8,19,0,32.62811368,-106.867943
4151,2,51,14,6,20,0,32.62811368,-106.8676735
4152,2,53,13,4,20,0,32.62811368,-106.867404
4153,2,53,13,3,21,0,32.62811368,-106.8671345
4154,2,53,13,4,20,0,32.62811368,-106.866865
4155,2,51,14,4,21,0,32.62811368,-106.8665956
4156,2,50,15,3,22,0,32.62811368,-106.8663261
4157,1,49,15,3,23,0,32.62811368,-106.8660566
4158,2,49,15,3,23,0,32.62811368,-106.8657871
4159,2,50,15,5,20,0,32.62811368,-106.8655176
4160,1,51,15,4,22,0,32.62811368,-106.8652481
4161,2,51,15,5,21,0,32.62811368,-106.8649786
4162,2,51,14,4,22,0,32.62811368,-106.8647091
4163,2,53,13,3,23,0,32.62811368,-106.8644396
4164,2,54,13,2,22,0,32.62811368,-106.8641701
4165,2,53,13,3,22,0,32.62811368,-106.8639006
4166,2,53,14,4,21,0,32.62811368,-106.8636311
4167,2,51,15,5,21,0,32.62811368,-106.8633616
4168,2,52,14,4,20,0,32.62811368,-106.8630921
4169,1,54,13,3,21,0,32.62811368,-106.8628226
4170,1,53,13,2,23,0,32.62811368,-106.8625531
4171,1,53,12,2,23,0,32.62811368,-106.8622836
4172,1,51,14,3,23,0,32.62811368,-106.8620141
4173,1,50,14,4,22,0,32.62811368,-106.8617447
4174,1,50,14,4,22,0,32.62811368,-106.8614752
4175,1,49,15,5,21,0,32.62811368,-106.8612057
4176,2,48,15,6,22,0,32.62811368,-106.8609362
4177,2,49,15,5,22,0,32.62811368,-106.8606667
4178,2,48,15,5,22,0,32.62811368,-106.8603972
4179,2,48,15,5,22,0,32.62811368,-106.8601277
4180,2,46,15,6,23,0,32.62811368,-106.8598582
4181,2,45,15,7,22,0,32.62811368,-106.8595887
4182,2,46,15,6,22,0,32.62811368,-106.8593192
4183,2,46,15,4,24,0,32.62811368,-106.8590497
4184,2,47,15,4,23,0,32.62811368,-106.8587802
4185,2,46,15,5,24,0,32.62811368,-106.8585107
4186,2,46,16,6,23,0,32.62811368,-106.8582412
4187,2,45,16,7,23,0,32.62811368,-106.8579717
4188,2,45,16,7,23,0,32.62811368,-106.8577022
4189,2,44,17,9,21,0,32.62811368,-106.8574327
4190,2,43,17,11,21,0,32.62811368,-106.8571632
4191,2,43,17,11,21,0,32.62811368,-106.8568937
4192,2,42,17,10,22,1,32.62811368,-106.8566243
4193,3,40,17,11,23,1,32.62811368,-106.8563548
4194,2,39,17,13,23,1,32.62811368,-106.8560853
4195,2,39,17,15,23,1,32.62811368,-106.8558158
4196,2,40,18,16,22,1,32.62811368,-106.8555463
4197,2,39,18,19,20,1,32.62811368,-106.8552768
4198,2,38,18,17,20,1,32.62811368,-106.8550073
4199,2,41,18,15,20,1,32.62811368,-106.8547378
4200,2,42,18,13,21,1,32.62811368,-106.8544683
4201,2,42,18,12,22,1,32.62811368,-106.8541988
4202,2,42,18,12,21,0,32.62811368,-106.8539293
4203,2,43,18,13,21,0,32.62811368,-106.8536598
4204,2,42,17,14,21,1,32.62811368,-106.8533903
4205,2,42,17,13,21,1,32.62811368,-106.8531208
4206,2,41,17,13,21,1,32.62811368,-106.8528513
4207,2,42,17,12,22,1,32.62811368,-106.8525818
4208,2,43,17,11,22,0,32.62811368,-106.8523123
4209,3,43,18,11,20,0,32.62811368,-106.8520428
4210,2,43,18,11,20,0,32.62811368,-106.8517734
4211,2,43,18,12,19,0,32.62811368,-106.8515039
4212,2,44,18,12,19,0,32.62811368,-106.8512344
4213,2,44,18,11,19,0,32.62811368,-106.8509649
4214,2,44,18,11,19,0,32.62811368,-106.8506954
4215,2,45,18,11,19,0,32.62811368,-106.8504259
4216,2,47,18,9,20,0,32.62811368,-106.8501564
4217,2,47,18,8,20,0,32.62811368,-106.8498869
4218,2,48,17,7,21,0,32.62811368,-106.8496174
4219,2,49,17,6,20,0,32.62811368,-106.8493479
4220,2,50,17,5,20,0,32.62811368,-106.8490784
4221,2,51,17,4,20,0,32.62811368,-106.8488089
4222,1,52,16,3,21,0,32.62811368,-106.8485394
4223,1,53,16,2,22,0,32.62811368,-106.8482699
4224,1,54,16,2,22,0,32.62811368,-106.8480004
4225,1,54,16,1,23,0,32.62811368,-106.8477309
4226,1,54,15,1,24,0,32.62811368,-106.8474614
4227,1,54,15,1,23,0,32.62811368,-106.8471919
4228,1,53,16,1,23,0,32.62811368,-106.8469225
4229,1,53,17,1,22,0,32.62811368,-106.846653
4230,2,52,17,1,23,0,32.62811368,-106.8463835
4231,2,50,17,2,24,0,32.62811368,-106.846114
4232,2,50,18,2,24,0,32.62811368,-106.8458445
4233,1,51,17,3,23,0,32.62811368,-106.845575
4234,1,52,17,2,22,0,32.62811368,-106.8453055
4235,1,53,16,2,22,0,32.62811368,-106.845036
4236,1,52,17,2,23,0,32.62811368,-106.8447665
4237,1,51,17,2,22,0,32.62811368,-106.844497
4238,1,50,17,3,22,0,32.62811368,-106.8442275
4239,2,49,18,4,22,0,32.62811368,-106.843958
4240,2,49,18,5,21,0,32.62811368,-106.8436885
4241,2,49,18,5,21,0,32.62811368,-106.843419
4242,3,47,18,7,20,0,32.62811368,-106.8431495
4243,3,47,17,7,23,0,32.62811368,-106.84288
4244,3,47,17,6,24,0,32.62811368,-106.8426105
4245,2,48,16,6,23,0,32.62811368,-106.842341
4246,2,49,16,8,21,0,32.62811368,-106.8420715
4247,1,48,18,11,18,0,32.62811368,-106.8418021
4248,1,45,20,15,15,0,32.62811368,-106.8415326
4249,1,43,20,16,14,0,32.62811368,-106.8412631
4250,1,45,19,13,18,0,32.62811368,-106.8409936
4251,2,47,18,10,20,0,32.62811368,-106.8407241
4252,1,49,17,10,19,0,32.62811368,-106.8404546
4253,1,50,17,10,17,0,32.62811368,-106.8401851
4254,2,51,17,8,19,0,32.62811368,-106.8399156
4255,2,50,17,9,19,0,32.62811368,-106.8396461
4256,2,49,18,11,17,0,32.62811368,-106.8393766
4257,3,47,19,12,17,1,32.62811368,-106.8391071
4258,3,46,19,12,17,1,32.62811368,-106.8388376
4259,3,46,19,12,18,1,32.62811368,-106.8385681
4260,3,46,19,12,18,1,32.62811368,-106.8382986
4261,3,46,20,14,16,1,32.62811368,-106.8380291
4262,3,47,19,11,17,1,32.62811368,-106.8377596
4263,3,48,18,10,19,0,32.62811368,-106.8374901
4264,3,48,18,10,19,0,32.62811368,-106.8372206
4265,3,47,19,12,17,1,32.62811368,-106.8369512
4266,3,47,20,13,15,1,32.62811368,-106.8366817
4267,3,47,20,14,13,1,32.62811368,-106.8364122
4268,4,44,20,15,14,1,32.62811368,-106.8361427
4269,3,46,20,15,12,1,32.62811368,-106.8358732
4270,2,48,19,12,15,0,32.62811368,-106.8356037
4271,2,52,16,8,18,0,32.62811368,-106.8353342
4272,2,55,14,5,20,0,32.62811368,-106.8350647
4273,2,57,13,4,20,0,32.62811368,-106.8347952
4274,2,56,13,4,21,0,32.62811368,-106.8345257
4275,2,52,15,6,20,0,32.62811368,-106.8342562
4276,3,49,17,9,19,0,32.62811368,-106.8339867
4277,2,45,18,11,19,1,32.62811368,-106.8337172
4278,2,43,18,12,19,1,32.62811368,-106.8334477
4279,2,45,17,11,19,1,32.62811368,-106.8331782
4280,2,46,16,9,20,0,32.62811368,-106.8329087
4281,3,45,17,11,19,1,32.62811368,-106.8326392
4282,3,45,17,11,19,1,32.62811368,-106.8323697
4283,3,45,17,11,20,1,32.62811368,-106.8321002
4284,3,44,17,11,20,1,32.62811368,-106.8318308
4285,3,44,17,11,20,1,32.62811368,-106.8315613
4286,2,44,17,11,21,1,32.62811368,-106.8312918
4287,2,45,17,11,19,0,32.62811368,-106.8310223
4288,2,45,17,10,20,0,32.62811368,-106.8307528
4289,2,44,17,11,20,0,32.62811368,-106.8304833
4290,2,43,18,11,21,1,32.62811368,-106.8302138
4291,3,42,18,12,21,0,32.62811368,-106.8299443
4292,3,41,18,13,21,0,32.62811368,-106.8296748
4293,4,38,19,16,19,1,32.62811368,-106.8294053
4294,3,39,19,16,19,1,32.62811368,-106.8291358
4295,3,38,18,17,18,1,32.62811368,-106.8288663
4296,3,38,18,18,18,1,32.62811368,-106.8285968
4297,4,38,19,18,18,1,32.62811368,-106.8283273
4298,3,38,19,17,18,1,32.62811368,-106.8280578
4299,3,41,18,14,20,1,32.62811368,-106.8277883
4300,2,41,18,14,20,1,32.62811368,-106.8275188
4301,2,41,18,13,20,1,32.62811368,-106.8272493
4302,2,40,18,14,20,1,32.62811368,-106.8269799
4303,3,39,18,16,19,1,32.62811368,-106.8267104
4304,3,38,19,17,18,1,32.62811368,-106.8264409
4305,3,38,19,18,18,1,32.62811368,-106.8261714
4306,3,40,18,16,19,1,32.62811368,-106.8259019
4307,2,41,18,14,20,1,32.62811368,-106.8256324
4308,3,40,18,14,20,1,32.62811368,-106.8253629
4309,3,40,18,16,20,1,32.62811368,-106.8250934
4310,3,39,18,17,20,1,32.62811368,-106.8248239
4311,3,39,18,17,20,1,32.62811368,-106.8245544
4312,3,40,18,17,19,1,32.62811368,-106.8242849
4313,3,40,18,17,19,1,32.62811368,-106.8240154
4314,2,40,18,16,20,1,32.62811368,-106.8237459
4315,2,41,18,15,20,1,32.62811368,-106.8234764
4316,2,40,18,15,20,1,32.62811368,-106.8232069
4317,3,39,18,15,20,1,32.62811368,-106.8229374
4318,3,38,19,17,19,1,32.62811368,-106.8226679
4319,4,36,19,21,18,1,32.62811368,-106.8223984
4320,4,35,19,22,16,1,32.62811368,-106.8221289
4321,4,35,19,21,16,1,32.62811368,-106.8218595
4322,3,37,18,19,18,1,32.62811368,-106.82159
4323,3,39,18,16,19,1,32.62811368,-106.8213205
4324,3,40,18,13,20,1,32.62811368,-106.821051
4325,3,42,17,12,21,1,32.62811368,-106.8207815
4326,3,44,17,9,21,0,32.62811368,-106.820512
4327,2,43,16,9,23,0,32.62811368,-106.8202425
4328,2,43,16,9,23,0,32.62811368,-106.819973
4329,3,43,17,11,21,0,32.62811368,-106.8197035
4330,3,43,17,12,20,1,32.62811368,-106.819434
4331,3,42,17,12,20,1,32.62811368,-106.8191645
4332,3,42,17,12,21,1,32.62811368,-106.818895
4333,3,42,16,11,22,1,32.62811368,-106.8186255
4334,3,43,16,11,22,1,32.62811368,-106.818356
4335,3,44,16,10,22,0,32.62811368,-106.8180865
4336,2,44,16,11,21,0,32.62811368,-106.817817
4337,2,44,17,12,20,1,32.62811368,-106.8175475
4338,3,43,17,14,19,1,32.62811368,-106.817278
4339,3,44,16,11,21,1,32.62811368,-106.8170086
4340,2,44,16,11,22,1,32.62811368,-106.8167391
4341,2,44,16,11,22,1,32.62811368,-106.8164696
4342,2,43,16,11,21,1,32.62811368,-106.8162001
4343,2,45,16,12,21,0,32.62811368,-106.8159306
4344,2,44,16,11,21,0,32.62811368,-106.8156611
4345,2,44,15,11,21,0,32.62811368,-106.8153916
4346,3,45,15,10,20,0,32.62811368,-106.8151221
4347,3,45,15,10,20,0,32.62811368,-106.8148526
4348,2,44,15,10,20,0,32.62811368,-106.8145831
4349,2,45,15,9,20,0,32.62811368,-106.8143136
4350,2,46,15,8,20,0,32.62811368,-106.8140441
4351,2,45,15,8,21,0,32.62811368,-106.8137746
4352,2,44,16,9,21,0,32.62811368,-106.8135051
4353,2,43,16,10,21,1,32.62811368,-106.8132356
4354,2,42,16,12,20,1,32.62811368,-106.8129661
4355,1,49,16,7,21,0,32.62784418,-106.8703685
4356,1,49,16,7,20,0,32.62784418,-106.870099
4357,1,50,15,7,20,0,32.62784418,-106.8698295
4358,2,51,15,5,20,0,32.62784418,-106.86956
4359,2,50,15,5,20,0,32.62784418,-106.8692905
4360,3,47,17,10,17,1,32.62784418,-106.869021
4361,3,45,18,11,17,1,32.62784418,-106.8687515
4362,2,45,17,11,18,1,32.62784418,-106.868482
4363,2,47,16,9,20,0,32.62784418,-106.8682125
4364,2,48,15,7,21,0,32.62784418,-106.867943
4365,2,51,15,6,21,0,32.62784418,-106.8676735
4366,2,53,14,4,21,0,32.62784418,-106.867404
4367,2,53,14,3,22,0,32.62784418,-106.8671345
4368,2,52,13,3,20,0,32.62784418,-106.866865
4369,2,51,14,3,21,0,32.62784418,-106.8665956
4370,2,50,15,4,22,0,32.62784418,-106.8663261
4371,2,49,15,4,22,0,32.62784418,-106.8660566
4372,1,51,15,4,22,0,32.62784418,-106.8657871
4373,2,51,15,5,21,0,32.62784418,-106.8655176
4374,2,48,16,5,22,0,32.62784418,-106.8652481
4375,2,46,16,7,21,0,32.62784418,-106.8649786
4376,2,47,16,6,22,0,32.62784418,-106.8647091
4377,2,50,14,4,22,0,32.62784418,-106.8644396
4378,2,52,13,3,23,0,32.62784418,-106.8641701
4379,2,52,13,2,23,0,32.62784418,-106.8639006
4380,2,52,14,3,22,0,32.62784418,-106.8636311
4381,2,51,15,4,21,0,32.62784418,-106.8633616
4382,2,51,14,5,22,0,32.62784418,-106.8630921
4383,2,52,14,4,22,0,32.62784418,-106.8628226
4384,2,52,13,3,23,0,32.62784418,-106.8625531
4385,1,52,13,2,23,0,32.62784418,-106.8622836
4386,1,51,14,3,23,0,32.62784418,-106.8620141
4387,1,52,14,3,22,0,32.62784418,-106.8617447
4388,1,52,14,3,22,0,32.62784418,-106.8614752
4389,1,51,14,5,21,0,32.62784418,-106.8612057
4390,2,50,15,6,21,0,32.62784418,-106.8609362
4391,2,49,14,5,23,0,32.62784418,-106.8606667
4392,2,48,14,5,23,0,32.62784418,-106.8603972
4393,2,49,14,5,22,0,32.62784418,-106.8601277
4394,2,47,14,6,23,0,32.62784418,-106.8598582
4395,2,47,14,7,22,0,32.62784418,-106.8595887
4396,2,46,14,7,22,0,32.62784418,-106.8593192
4397,2,46,15,6,23,0,32.62784418,-106.8590497
4398,2,48,15,4,24,0,32.62784418,-106.8587802
4399,2,47,15,4,24,0,32.62784418,-106.8585107
4400,2,48,15,4,24,0,32.62784418,-106.8582412
4401,2,49,15,4,24,0,32.62784418,-106.8579717
4402,2,49,15,4,23,0,32.62784418,-106.8577022
4403,2,48,16,5,22,0,32.62784418,-106.8574327
4404,2,45,17,8,21,0,32.62784418,-106.8571632
4405,2,45,17,9,22,0,32.62784418,-106.8568937
4406,2,44,17,10,23,0,32.62784418,-106.8566243
4407,2,42,17,10,24,1,32.62784418,-106.8563548
4408,2,40,17,12,23,1,32.62784418,-106.8560853
4409,3,40,17,14,21,1,32.62784418,-106.8558158
4410,2,41,18,14,20,1,32.62784418,-106.8555463
4411,2,40,18,15,20,0,32.62784418,-106.8552768
4412,3,41,18,16,20,1,32.62784418,-106.8550073
4413,2,42,18,15,19,1,32.62784418,-106.8547378
4414,2,43,18,14,18,1,32.62784418,-106.8544683
4415,2,43,18,15,18,1,32.62784418,-106.8541988
4416,2,44,18,14,18,0,32.62784418,-106.8539293
4417,2,43,18,14,19,1,32.62784418,-106.8536598
4418,2,43,18,14,20,1,32.62784418,-106.8533903
4419,2,41,17,12,21,1,32.62784418,-106.8531208
4420,2,42,17,12,22,0,32.62784418,-106.8528513
4421,2,43,17,11,22,0,32.62784418,-106.8525818
4422,2,44,17,10,22,0,32.62784418,-106.8523123
4423,2,45,17,9,21,0,32.62784418,-106.8520428
4424,2,44,18,12,19,0,32.62784418,-106.8517734
4425,2,43,19,12,19,0,32.62784418,-106.8515039
4426,2,44,18,13,19,0,32.62784418,-106.8512344
4427,2,44,18,13,19,0,32.62784418,-106.8509649
4428,2,45,18,12,18,0,32.62784418,-106.8506954
4429,2,46,18,11,18,0,32.62784418,-106.8504259
4430,2,46,18,11,18,0,32.62784418,-106.8501564
4431,2,47,18,10,18,0,32.62784418,-106.8498869
4432,2,48,18,8,20,0,32.62784418,-106.8496174
4433,2,49,18,7,20,0,32.62784418,-106.8493479
4434,2,50,17,6,20,0,32.62784418,-106.8490784
4435,2,51,17,5,20,0,32.62784418,-106.8488089
4436,2,51,17,4,21,0,32.62784418,-106.8485394
4437,2,52,16,3,21,0,32.62784418,-106.8482699
4438,2,53,16,4,21,0,32.62784418,-106.8480004
4439,1,53,16,3,21,0,32.62784418,-106.8477309
4440,1,53,16,3,21,0,32.62784418,-106.8474614
4441,1,53,16,2,22,0,32.62784418,-106.8471919
4442,1,53,17,1,21,0,32.62784418,-106.8469225
4443,1,53,17,2,21,0,32.62784418,-106.846653
4444,2,50,18,3,22,0,32.62784418,-106.8463835
4445,2,48,19,5,21,0,32.62784418,-106.846114
4446,2,48,18,6,22,0,32.62784418,-106.8458445
4447,1,49,17,4,23,0,32.62784418,-106.845575
4448,1,51,16,2,23,0,32.62784418,-106.8453055
4449,1,51,16,3,22,0,32.62784418,-106.845036
4450,1,49,17,4,22,0,32.62784418,-106.8447665
4451,2,49,17,4,21,0,32.62784418,-106.844497
4452,2,49,18,5,21,0,32.62784418,-106.8442275
4453,2,48,18,6,21,0,32.62784418,-106.843958
4454,2,46,18,7,22,0,32.62784418,-106.8436885
4455,4,45,18,9,21,0,32.62784418,-106.843419
4456,4,41,18,13,22,0,32.62784418,-106.8431495
4457,4,43,18,12,21,0,32.62784418,-106.84288
4458,4,44,17,10,23,0,32.62784418,-106.8426105
4459,3,46,17,10,22,0,32.62784418,-106.842341
4460,2,47,17,11,19,0,32.62784418,-106.8420715
4461,1,47,18,12,18,0,32.62784418,-106.8418021
4462,1,45,20,16,15,0,32.62784418,-106.8415326
4463,1,43,20,17,15,0,32.62784418,-106.8412631
4464,1,44,19,15,16,0,32.62784418,-106.8409936
4465,1,46,19,14,17,0,32.62784418,-106.8407241
4466,1,47,18,12,18,0,32.62784418,-106.8404546
4467,1,49,17,9,19,0,32.62784418,-106.8401851
4468,1,50,17,7,21,0,32.62784418,-106.8399156
4469,1,49,17,8,21,0,32.62784418,-106.8396461
4470,1,48,18,10,19,0,32.62784418,-106.8393766
4471,1,48,18,11,19,0,32.62784418,-106.8391071
4472,2,47,18,11,18,0,32.62784418,-106.8388376
4473,3,47,19,10,17,1,32.62784418,-106.8385681
4474,3,48,18,10,18,1,32.62784418,-106.8382986
4475,4,42,19,12,20,1,32.62784418,-106.8380291
4476,5,39,20,15,20,1,32.62784418,-106.8377596
4477,4,44,18,12,20,1,32.62784418,-106.8374901
4478,3,49,17,9,20,0,32.62784418,-106.8372206
4479,3,49,17,10,19,0,32.62784418,-106.8369512
4480,3,47,19,14,16,1,32.62784418,-106.8366817
4481,5,44,21,17,12,1,32.62784418,-106.8364122
4482,5,42,22,18,12,1,32.62784418,-106.8361427
4483,4,42,21,16,14,1,32.62784418,-106.8358732
4484,3,44,19,14,16,1,32.62784418,-106.8356037
4485,3,48,18,10,18,1,32.62784418,-106.8353342
4486,3,49,16,8,20,0,32.62784418,-106.8350647
4487,3,51,14,7,20,0,32.62784418,-106.8347952
4488,3,54,13,5,20,0,32.62784418,-106.8345257
4489,3,53,14,7,19,0,32.62784418,-106.8342562
4490,3,51,16,8,18,0,32.62784418,-106.8339867
4491,3,48,17,10,18,1,32.62784418,-106.8337172
4492,2,45,18,10,19,1,32.62784418,-106.8334477
4493,2,46,17,10,20,0,32.62784418,-106.8331782
4494,3,46,17,10,20,0,32.62784418,-106.8329087
4495,2,44,17,11,20,1,32.62784418,-106.8326392
4496,2,44,17,12,20,0,32.62784418,-106.8323697
4497,3,43,17,13,20,1,32.62784418,-106.8321002
4498,3,44,17,13,19,1,32.62784418,-106.8318308
4499,3,45,17,12,19,1,32.62784418,-106.8315613
4500,2,44,17,12,20,1,32.62784418,-106.8312918
4501,3,42,18,13,19,1,32.62784418,-106.8310223
4502,2,42,18,12,20,1,32.62784418,-106.8307528
4503,2,41,18,13,20,1,32.62784418,-106.8304833
4504,3,40,18,15,20,1,32.62784418,-106.8302138
4505,3,40,18,15,20,1,32.62784418,-106.8299443
4506,3,40,18,15,21,1,32.62784418,-106.8296748
4507,4,39,18,16,20,1,32.62784418,-106.8294053
4508,3,40,18,14,21,1,32.62784418,-106.8291358
4509,2,40,18,13,21,1,32.62784418,-106.8288663
4510,3,39,18,14,20,1,32.62784418,-106.8285968
4511,3,38,18,17,18,1,32.62784418,-106.8283273
4512,3,38,18,17,19,1,32.62784418,-106.8280578
4513,3,39,18,17,19,1,32.62784418,-106.8277883
4514,2,40,18,15,20,1,32.62784418,-106.8275188
4515,2,40,18,15,20,1,32.62784418,-106.8272493
4516,3,39,18,17,19,1,32.62784418,-106.8269799
4517,3,39,18,17,18,1,32.62784418,-106.8267104
4518,3,37,18,18,18,1,32.62784418,-106.8264409
4519,3,36,18,21,17,1,32.62784418,-106.8261714
4520,3,36,18,22,17,1,32.62784418,-106.8259019
4521,3,37,19,20,17,1,32.62784418,-106.8256324
4522,3,38,19,18,17,1,32.62784418,-106.8253629
4523,3,38,19,18,18,1,32.62784418,-106.8250934
