system:index,AFG,BGR,LTR,PFG,SHR,TRE,Total,latitude,longitude
13917,4,35,14,1,12,16,82,38.270791302051364,-109.3769376
13918,6,36,14,6,15,9,86,38.270791302051364,-109.3766681
13919,8,35,14,8,13,7,85,38.270791302051364,-109.3763986
13920,8,33,14,7,16,8,86,38.270791302051364,-109.3761291
13921,7,33,14,9,17,7,87,38.270791302051364,-109.3758596
13922,8,29,13,11,14,5,80,38.270791302051364,-109.3755901
13923,15,27,13,13,12,3,83,38.270791302051364,-109.3753206
13924,11,29,14,15,14,3,86,38.270791302051364,-109.3750512
13925,9,29,14,15,15,5,87,38.270791302051364,-109.3747817
13926,8,27,14,12,14,9,84,38.270791302051364,-109.3745122
13927,8,22,11,15,13,6,75,38.270791302051364,-109.3742427
13928,8,16,10,17,16,3,70,38.270791302051364,-109.3739732
13929,10,16,13,14,10,10,73,38.270791302051364,-109.3737037
13930,5,18,15,11,9,22,80,38.270791302051364,-109.3734342
13931,2,20,19,4,8,31,84,38.270791302051364,-109.3731647
13932,4,23,20,4,5,29,85,38.270791302051364,-109.3728952
13933,3,19,19,4,2,34,81,38.270791302051364,-109.3726257
13934,13,19,14,15,7,12,80,38.270791302051364,-109.3723562
13935,14,19,16,14,7,11,81,38.270791302051364,-109.3720867
13936,2,21,16,1,5,27,72,38.270791302051364,-109.3718172
13937,5,21,19,3,4,30,82,38.270791302051364,-109.3715477
13938,5,20,19,3,4,28,79,38.270791302051364,-109.3712782
13939,3,22,18,3,6,28,80,38.270791302051364,-109.3710087
13940,3,25,17,1,9,25,80,38.270791302051364,-109.3707392
13941,4,26,17,3,4,28,82,38.270791302051364,-109.3704697
13942,4,28,12,9,5,19,77,38.270791302051364,-109.3702003
13943,9,21,11,10,9,15,75,38.270791302051364,-109.3699308
13944,7,24,12,11,8,15,77,38.270791302051364,-109.3696613
13945,6,25,11,12,6,15,75,38.270791302051364,-109.3693918
13946,5,29,14,8,6,16,78,38.270791302051364,-109.3691223
13947,3,31,16,7,8,20,85,38.270791302051364,-109.3688528
13948,4,29,15,10,8,16,82,38.270791302051364,-109.3685833
13949,5,25,17,12,12,14,85,38.270791302051364,-109.3683138
13950,8,26,15,13,17,10,89,38.270791302051364,-109.3680443
13951,4,25,15,14,13,10,81,38.270791302051364,-109.3677748
13952,10,29,10,14,15,1,79,38.270791302051364,-109.3675053
13953,6,25,10,17,15,1,74,38.270791302051364,-109.3672358
13954,5,15,10,14,19,1,64,38.270791302051364,-109.3669663
13955,6,19,8,16,12,3,64,38.270791302051364,-109.3666968
13956,5,25,10,10,9,10,69,38.270791302051364,-109.3664273
13957,3,19,10,8,14,9,63,38.270791302051364,-109.3661578
13958,1,24,12,2,12,15,66,38.270791302051364,-109.3658883
13959,1,26,15,0,8,23,73,38.270791302051364,-109.3656188
13960,2,23,17,0,3,28,73,38.270791302051364,-109.3653493
13961,1,22,18,0,1,31,73,38.270791302051364,-109.3650799
13962,1,19,18,0,1,32,71,38.270791302051364,-109.3648104
13963,0,19,18,0,1,32,70,38.270791302051364,-109.3645409
13964,0,18,18,0,1,33,70,38.270791302051364,-109.3642714
13965,0,19,17,0,2,30,68,38.270791302051364,-109.3640019
13966,0,20,17,0,2,31,70,38.270791302051364,-109.3637324
13967,0,18,16,0,1,27,62,38.270791302051364,-109.3634629
13968,1,21,13,0,2,23,60,38.270791302051364,-109.3631934
13969,2,21,12,1,3,19,58,38.270791302051364,-109.3629239
13970,2,22,14,2,4,19,63,38.270791302051364,-109.3626544
13971,1,17,12,0,2,22,54,38.270791302051364,-109.3623849
13972,2,21,9,3,5,11,51,38.270791302051364,-109.3621154
13973,5,31,5,3,6,5,55,38.270791302051364,-109.3618459
13974,3,23,5,4,7,6,48,38.270791302051364,-109.3615764
13975,5,16,7,3,6,9,46,38.270791302051364,-109.3613069
13976,4,18,8,3,5,11,49,38.270791302051364,-109.3610374
13977,3,22,10,3,6,11,55,38.270791302051364,-109.3607679
13978,2,27,10,3,7,14,63,38.270791302051364,-109.3604984
13979,2,29,11,2,7,15,66,38.270791302051364,-109.360229
13980,2,30,11,1,7,15,66,38.270791302051364,-109.3599595
13981,2,26,12,1,5,18,64,38.270791302051364,-109.35969
13982,2,21,15,1,2,24,65,38.270791302051364,-109.3594205
13983,2,22,17,0,2,29,72,38.270791302051364,-109.359151
13984,1,24,17,0,2,29,73,38.270791302051364,-109.3588815
13985,2,26,16,0,4,27,75,38.270791302051364,-109.358612
13986,1,26,17,0,4,29,77,38.270791302051364,-109.3583425
13987,1,23,17,0,4,29,74,38.270791302051364,-109.358073
13988,2,21,15,0,4,25,67,38.270791302051364,-109.3578035
13989,2,20,16,0,3,26,67,38.270791302051364,-109.357534
13990,2,18,16,0,2,27,65,38.270791302051364,-109.3572645
13991,2,17,16,0,1,28,64,38.270791302051364,-109.356995
13992,1,17,15,1,1,27,62,38.270791302051364,-109.3567255
13993,7,22,13,6,5,19,72,38.270791302051364,-109.356456
13994,6,25,14,8,6,19,78,38.270791302051364,-109.3561865
13995,3,25,15,6,3,25,77,38.270791302051364,-109.355917
13996,3,21,16,1,3,28,72,38.270791302051364,-109.3556475
13997,3,21,15,1,1,26,67,38.270791302051364,-109.355378
13998,1,20,14,0,3,25,63,38.270791302051364,-109.3551086
13999,1,27,12,0,8,18,66,38.270791302051364,-109.3548391
14000,1,27,12,2,11,15,68,38.270791302051364,-109.3545696
14001,1,30,12,3,14,12,72,38.270791302051364,-109.3543001
14002,1,32,12,1,14,12,72,38.270791302051364,-109.3540306
14003,1,35,11,0,16,10,73,38.270791302051364,-109.3537611
14004,4,31,13,9,15,7,79,38.270791302051364,-109.3534916
14005,7,32,13,16,14,5,87,38.270791302051364,-109.3532221
14006,0,28,13,9,15,10,75,38.270791302051364,-109.3529526
14007,2,20,10,10,13,9,64,38.270791302051364,-109.3526831
14008,3,15,11,9,14,10,62,38.270791302051364,-109.3524136
14009,3,9,8,6,12,10,48,38.270791302051364,-109.3521441
14010,1,4,5,0,7,10,27,38.270791302051364,-109.3518746
14011,0,6,9,0,6,12,33,38.270791302051364,-109.3516051
14012,2,19,12,8,12,10,63,38.270791302051364,-109.3513356
14013,1,23,15,4,6,23,72,38.270791302051364,-109.3510661
14014,1,23,19,1,5,30,79,38.270791302051364,-109.3507966
14015,1,23,20,0,5,32,81,38.270791302051364,-109.3505271
14016,1,20,21,1,5,32,80,38.270791302051364,-109.3502577
14017,1,19,21,2,6,30,79,38.270791302051364,-109.3499882
14018,2,23,20,2,7,26,80,38.270791302051364,-109.3497187
14019,1,24,19,0,6,29,79,38.270791302051364,-109.3494492
14020,0,24,19,0,6,29,78,38.270791302051364,-109.3491797
14021,2,25,18,1,7,26,79,38.270791302051364,-109.3489102
14022,2,23,20,2,6,28,81,38.270791302051364,-109.3486407
14023,1,21,19,3,6,30,80,38.270791302051364,-109.3483712
14024,1,21,19,3,6,32,82,38.270791302051364,-109.3481017
14025,1,21,19,2,6,32,81,38.270791302051364,-109.3478322
14026,4,23,19,4,3,26,79,38.270791302051364,-109.3475627
14027,2,20,18,1,2,27,70,38.270791302051364,-109.3472932
14028,2,22,18,1,3,28,74,38.270791302051364,-109.3470237
14029,2,22,19,1,5,29,78,38.270791302051364,-109.3467542
14030,1,21,19,0,4,31,76,38.270791302051364,-109.3464847
14031,2,20,17,0,2,28,69,38.270791302051364,-109.3462152
14032,1,15,16,0,2,24,58,38.270791302051364,-109.3459457
14033,1,15,16,0,2,26,60,38.270791302051364,-109.3456762
14034,2,19,18,0,3,29,71,38.270791302051364,-109.3454068
14035,1,21,18,0,3,30,73,38.270791302051364,-109.3451373
14036,2,25,16,2,5,24,74,38.270791302051364,-109.3448678
14037,5,34,14,4,11,14,82,38.270791302051364,-109.3445983
14038,7,39,14,7,14,6,87,38.270791302051364,-109.3443288
14039,7,40,15,9,14,4,89,38.270791302051364,-109.3440593
14040,8,40,14,9,14,4,89,38.270791302051364,-109.3437898
14041,8,41,14,10,14,4,91,38.270791302051364,-109.3435203
14042,7,41,14,10,13,4,89,38.270791302051364,-109.3432508
14043,6,41,14,10,12,6,89,38.270791302051364,-109.3429813
14044,6,39,14,9,12,7,87,38.270791302051364,-109.3427118
14045,6,37,14,9,11,8,85,38.270791302051364,-109.3424423
14046,6,37,14,9,11,9,86,38.270791302051364,-109.3421728
14047,6,35,14,8,11,9,83,38.270791302051364,-109.3419033
14048,5,34,13,8,10,9,79,38.270791302051364,-109.3416338
14049,6,34,13,10,9,9,81,38.270791302051364,-109.3413643
14050,12,34,14,14,9,6,89,38.270791302051364,-109.3410948
14051,13,33,13,15,9,5,88,38.270791302051364,-109.3408253
14052,11,34,13,14,10,5,87,38.270791302051364,-109.3405558
14053,11,34,13,13,12,5,88,38.270791302051364,-109.3402864
14054,11,34,13,11,14,5,88,38.270791302051364,-109.3400169
14055,12,34,12,12,13,5,88,38.270791302051364,-109.3397474
14056,12,34,13,11,13,5,88,38.270791302051364,-109.3394779
14057,9,36,13,10,14,5,87,38.270791302051364,-109.3392084
14058,6,40,13,8,14,5,86,38.270791302051364,-109.3389389
14059,2,45,11,1,14,11,84,38.270521807466125,-109.4378434
14060,2,49,11,1,14,10,87,38.270521807466125,-109.4375739
14061,2,52,11,1,14,9,89,38.270521807466125,-109.4373044
14062,2,46,11,1,13,9,82,38.270521807466125,-109.4370349
14063,2,42,10,1,13,7,75,38.270521807466125,-109.4367654
14064,2,39,10,4,11,5,71,38.270521807466125,-109.4364959
14065,2,40,9,2,9,6,68,38.270521807466125,-109.4362264
14066,3,43,9,2,8,6,71,38.270521807466125,-109.4359569
14067,2,40,9,2,9,6,68,38.270521807466125,-109.4356874
14068,2,39,9,2,8,6,66,38.270521807466125,-109.4354179
14069,2,33,10,4,9,6,64,38.270521807466125,-109.4351484
14070,4,31,10,7,12,4,68,38.270521807466125,-109.434879
14071,6,31,13,14,17,2,83,38.270521807466125,-109.4346095
14072,10,24,12,24,20,2,92,38.270521807466125,-109.43434
14073,1,20,11,26,26,8,92,38.270521807466125,-109.4340705
14074,3,17,12,25,25,10,92,38.270521807466125,-109.433801
14075,2,23,12,18,19,10,84,38.270521807466125,-109.4335315
14076,0,34,12,4,20,11,81,38.270521807466125,-109.433262
14077,1,37,11,0,15,13,77,38.270521807466125,-109.4329925
14078,3,45,11,1,16,7,83,38.270521807466125,-109.432723
14079,4,50,12,5,18,2,91,38.270521807466125,-109.4324535
14080,4,51,12,7,17,1,92,38.270521807466125,-109.432184
14081,3,51,11,6,17,1,89,38.270521807466125,-109.4319145
14082,2,50,10,0,14,6,82,38.270521807466125,-109.431645
14083,2,40,10,0,13,8,73,38.270521807466125,-109.4313755
14084,2,35,11,2,13,10,73,38.270521807466125,-109.431106
14085,1,35,12,0,13,13,74,38.270521807466125,-109.4308365
14086,0,31,13,0,8,21,73,38.270521807466125,-109.430567
14087,1,28,13,1,9,18,70,38.270521807466125,-109.4302975
14088,2,25,12,5,10,13,67,38.270521807466125,-109.430028
14089,2,30,10,5,10,9,66,38.270521807466125,-109.4297586
14090,3,38,9,7,10,4,71,38.270521807466125,-109.4294891
14091,1,41,9,0,12,9,72,38.270521807466125,-109.4292196
14092,1,38,10,0,12,12,73,38.270521807466125,-109.4289501
14093,1,37,11,0,11,13,73,38.270521807466125,-109.4286806
14094,2,40,10,0,12,12,76,38.270521807466125,-109.4284111
14095,2,50,10,0,14,8,84,38.270521807466125,-109.4281416
14096,3,48,11,3,15,5,85,38.270521807466125,-109.4278721
14097,3,46,12,3,15,6,85,38.270521807466125,-109.4276026
14098,3,44,12,2,15,7,83,38.270521807466125,-109.4273331
14099,3,42,11,1,14,9,80,38.270521807466125,-109.4270636
14100,4,44,11,2,14,7,82,38.270521807466125,-109.4267941
14101,4,46,12,2,15,6,85,38.270521807466125,-109.4265246
14102,3,43,12,2,15,8,83,38.270521807466125,-109.4262551
14103,3,39,12,1,13,11,79,38.270521807466125,-109.4259856
14104,2,37,12,0,10,15,76,38.270521807466125,-109.4257161
14105,1,32,12,0,8,18,71,38.270521807466125,-109.4254466
14106,1,32,12,0,7,19,71,38.270521807466125,-109.4251771
14107,1,34,12,0,8,18,73,38.270521807466125,-109.4249077
14108,1,37,11,0,11,16,76,38.270521807466125,-109.4246382
14109,2,43,12,0,13,12,82,38.270521807466125,-109.4243687
14110,3,45,12,1,15,8,84,38.270521807466125,-109.4240992
14111,3,45,12,3,17,6,86,38.270521807466125,-109.4238297
14112,4,45,13,4,17,4,87,38.270521807466125,-109.4235602
14113,4,46,13,4,18,4,89,38.270521807466125,-109.4232907
14114,4,45,13,5,18,3,88,38.270521807466125,-109.4230212
14115,5,44,13,5,18,3,88,38.270521807466125,-109.4227517
14116,4,43,13,4,18,5,87,38.270521807466125,-109.4224822
14117,2,40,12,3,17,8,82,38.270521807466125,-109.4222127
14118,2,38,11,0,13,12,76,38.270521807466125,-109.4219432
14119,2,39,11,1,14,10,77,38.270521807466125,-109.4216737
14120,3,39,11,1,14,10,78,38.270521807466125,-109.4214042
14121,3,38,11,2,15,9,78,38.270521807466125,-109.4211347
14122,5,38,12,5,17,4,81,38.270521807466125,-109.4208652
14123,7,43,13,9,18,0,90,38.270521807466125,-109.4205957
14124,6,45,13,8,19,0,91,38.270521807466125,-109.4203262
14125,7,46,13,8,19,0,93,38.270521807466125,-109.4200568
14126,7,46,13,7,18,0,91,38.270521807466125,-109.4197873
14127,7,47,13,7,18,0,92,38.270521807466125,-109.4195178
14128,8,44,13,10,17,0,92,38.270521807466125,-109.4192483
14129,8,43,13,11,17,0,92,38.270521807466125,-109.4189788
14130,6,45,13,10,17,0,91,38.270521807466125,-109.4187093
14131,6,46,13,9,17,0,91,38.270521807466125,-109.4184398
14132,7,45,13,9,17,0,91,38.270521807466125,-109.4181703
14133,8,40,13,11,16,0,88,38.270521807466125,-109.4179008
14134,13,38,14,12,14,0,91,38.270521807466125,-109.4176313
14135,17,35,14,13,13,0,92,38.270521807466125,-109.4173618
14136,19,35,14,13,12,0,93,38.270521807466125,-109.4170923
14137,14,38,14,13,14,0,93,38.270521807466125,-109.4168228
14138,9,42,13,10,16,0,90,38.270521807466125,-109.4165533
14139,9,42,13,10,16,0,90,38.270521807466125,-109.4162838
14140,10,42,13,10,16,0,91,38.270521807466125,-109.4160143
14141,10,41,13,11,16,0,91,38.270521807466125,-109.4157448
14142,9,42,12,9,16,0,88,38.270521807466125,-109.4154753
14143,9,40,13,12,16,0,90,38.270521807466125,-109.4152058
14144,11,39,13,12,15,0,90,38.270521807466125,-109.4149364
14145,12,39,14,12,15,0,92,38.270521807466125,-109.4146669
14146,13,39,15,13,13,0,93,38.270521807466125,-109.4143974
14147,13,40,14,12,12,0,91,38.270521807466125,-109.4141279
14148,12,40,14,12,13,0,91,38.270521807466125,-109.4138584
14149,11,42,14,11,15,0,93,38.270521807466125,-109.4135889
14150,10,45,13,9,16,0,93,38.270521807466125,-109.4133194
14151,8,46,14,9,17,0,94,38.270521807466125,-109.4130499
14152,8,47,13,9,16,1,94,38.270521807466125,-109.4127804
14153,8,47,13,8,16,0,92,38.270521807466125,-109.4125109
14154,8,49,12,8,16,0,93,38.270521807466125,-109.4122414
14155,7,53,11,7,15,0,93,38.270521807466125,-109.4119719
14156,5,56,9,5,14,0,89,38.270521807466125,-109.4117024
14157,4,56,10,5,15,1,91,38.270521807466125,-109.4114329
14158,4,56,11,5,16,1,93,38.270521807466125,-109.4111634
14159,4,55,11,5,16,1,92,38.270521807466125,-109.4108939
14160,4,55,12,4,17,1,93,38.270521807466125,-109.4106244
14161,4,55,12,4,17,2,94,38.270521807466125,-109.4103549
14162,4,55,12,4,16,1,92,38.270521807466125,-109.4100855
14163,5,54,12,5,16,1,93,38.270521807466125,-109.409816
14164,5,51,12,5,17,1,91,38.270521807466125,-109.4095465
14165,6,49,13,6,16,2,92,38.270521807466125,-109.409277
14166,6,48,13,6,16,1,90,38.270521807466125,-109.4090075
14167,7,50,13,6,16,1,93,38.270521807466125,-109.408738
14168,6,51,12,5,16,1,91,38.270521807466125,-109.4084685
14169,5,50,12,5,16,1,89,38.270521807466125,-109.408199
14170,6,50,12,5,15,2,90,38.270521807466125,-109.4079295
14171,5,51,12,5,15,2,90,38.270521807466125,-109.40766
14172,5,52,12,5,16,2,92,38.270521807466125,-109.4073905
14173,6,51,13,6,16,1,93,38.270521807466125,-109.407121
14174,6,49,13,7,15,1,91,38.270521807466125,-109.4068515
14175,2,27,14,2,6,19,70,38.270521807466125,-109.3879869
14176,2,31,13,1,8,16,71,38.270521807466125,-109.3877174
14177,2,42,11,0,13,11,79,38.270521807466125,-109.3874479
14178,2,40,11,0,12,11,76,38.270521807466125,-109.3871784
14179,2,31,12,1,8,17,71,38.270521807466125,-109.3869089
14180,2,29,13,0,6,20,70,38.270521807466125,-109.3866394
14181,2,27,12,0,6,18,65,38.270521807466125,-109.3863699
14182,1,25,12,0,5,22,65,38.270521807466125,-109.3861004
14183,1,27,13,0,5,22,68,38.270521807466125,-109.3858309
14184,2,30,12,0,5,20,69,38.270521807466125,-109.3855614
14185,4,34,12,2,10,14,76,38.270521807466125,-109.3852919
14186,6,38,13,6,13,7,83,38.270521807466125,-109.3850225
14187,8,40,14,7,14,6,89,38.270521807466125,-109.384753
14188,9,39,13,7,14,5,87,38.270521807466125,-109.3844835
14189,9,38,14,8,15,5,89,38.270521807466125,-109.384214
14190,8,40,14,7,15,5,89,38.270521807466125,-109.3839445
14191,8,41,14,7,15,5,90,38.270521807466125,-109.383675
14192,9,40,14,8,14,4,89,38.270521807466125,-109.3834055
14193,9,39,13,8,14,3,86,38.270521807466125,-109.383136
14194,7,38,13,6,13,5,82,38.270521807466125,-109.3828665
14195,5,36,12,3,12,9,77,38.270521807466125,-109.382597
14196,4,31,12,2,8,15,72,38.270521807466125,-109.3823275
14197,3,28,13,1,6,19,70,38.270521807466125,-109.382058
14198,3,27,14,1,7,19,71,38.270521807466125,-109.3817885
14199,4,32,13,3,12,12,76,38.270521807466125,-109.381519
14200,5,36,13,5,14,7,80,38.270521807466125,-109.3812495
14201,6,39,13,6,14,6,84,38.270521807466125,-109.38098
14202,6,39,13,6,14,6,84,38.270521807466125,-109.3807105
14203,6,36,12,7,14,6,81,38.270521807466125,-109.380441
14204,6,35,12,8,14,4,79,38.270521807466125,-109.3801716
14205,4,39,11,4,15,4,77,38.270521807466125,-109.3799021
14206,3,41,11,3,14,6,78,38.270521807466125,-109.3796326
14207,3,40,10,2,14,7,76,38.270521807466125,-109.3793631
14208,3,42,10,2,14,6,77,38.270521807466125,-109.3790936
14209,3,38,10,3,14,6,74,38.270521807466125,-109.3788241
14210,2,41,10,3,14,6,76,38.270521807466125,-109.3785546
14211,2,42,10,2,13,8,77,38.270521807466125,-109.3782851
14212,2,39,10,0,11,12,74,38.270521807466125,-109.3780156
14213,2,32,12,2,10,13,71,38.270521807466125,-109.3777461
14214,2,28,13,0,5,21,69,38.270521807466125,-109.3774766
14215,3,32,13,0,8,17,73,38.270521807466125,-109.3772071
14216,5,36,12,4,12,8,77,38.270521807466125,-109.3769376
14217,8,35,12,9,15,3,82,38.270521807466125,-109.3766681
14218,8,34,13,9,14,4,82,38.270521807466125,-109.3763986
14219,7,32,14,10,15,8,86,38.270521807466125,-109.3761291
14220,7,31,14,11,16,9,88,38.270521807466125,-109.3758596
14221,9,29,14,10,15,8,85,38.270521807466125,-109.3755901
14222,14,28,14,8,13,8,85,38.270521807466125,-109.3753206
14223,13,29,14,10,14,6,86,38.270521807466125,-109.3750512
14224,11,30,13,14,16,3,87,38.270521807466125,-109.3747817
14225,11,26,11,19,14,3,84,38.270521807466125,-109.3745122
14226,10,20,10,18,14,2,74,38.270521807466125,-109.3742427
14227,9,17,10,22,14,1,73,38.270521807466125,-109.3739732
14228,11,27,14,12,10,7,81,38.270521807466125,-109.3737037
14229,7,29,16,7,9,16,84,38.270521807466125,-109.3734342
14230,4,30,16,2,6,21,79,38.270521807466125,-109.3731647
14231,3,30,15,0,4,24,76,38.270521807466125,-109.3728952
14232,5,24,16,4,2,27,78,38.270521807466125,-109.3726257
14233,13,19,15,10,7,16,80,38.270521807466125,-109.3723562
14234,11,19,16,9,6,14,75,38.270521807466125,-109.3720867
14235,6,24,16,0,7,21,74,38.270521807466125,-109.3718172
14236,7,25,17,5,8,19,81,38.270521807466125,-109.3715477
14237,6,22,18,6,3,25,80,38.270521807466125,-109.3712782
14238,3,22,18,3,2,28,76,38.270521807466125,-109.3710087
14239,2,24,17,0,6,29,78,38.270521807466125,-109.3707392
14240,2,27,18,1,3,31,82,38.270521807466125,-109.3704697
14241,5,30,15,4,9,19,82,38.270521807466125,-109.3702003
14242,4,33,15,7,6,18,83,38.270521807466125,-109.3699308
14243,5,30,13,3,9,16,76,38.270521807466125,-109.3696613
14244,6,28,13,1,9,16,73,38.270521807466125,-109.3693918
14245,3,30,16,2,10,17,78,38.270521807466125,-109.3691223
14246,7,25,15,14,12,11,84,38.270521807466125,-109.3688528
14247,5,26,16,15,10,13,85,38.270521807466125,-109.3685833
14248,6,25,15,15,14,11,86,38.270521807466125,-109.3683138
14249,5,23,14,16,17,9,84,38.270521807466125,-109.3680443
14250,6,16,13,18,15,9,77,38.270521807466125,-109.3677748
14251,10,20,11,17,21,0,79,38.270521807466125,-109.3675053
14252,6,9,9,19,19,4,66,38.270521807466125,-109.3672358
14253,4,12,9,22,16,2,65,38.270521807466125,-109.3669663
14254,3,17,9,19,12,4,64,38.270521807466125,-109.3666968
14255,8,25,10,13,12,6,74,38.270521807466125,-109.3664273
14256,4,26,11,13,11,10,75,38.270521807466125,-109.3661578
14257,2,27,15,3,11,19,77,38.270521807466125,-109.3658883
14258,1,26,17,0,7,26,77,38.270521807466125,-109.3656188
14259,2,23,18,0,2,32,77,38.270521807466125,-109.3653493
14260,1,19,17,0,0,32,69,38.270521807466125,-109.3650799
14261,1,18,18,0,0,31,68,38.270521807466125,-109.3648104
14262,1,18,17,0,0,32,68,38.270521807466125,-109.3645409
14263,0,17,18,0,1,32,68,38.270521807466125,-109.3642714
14264,0,19,17,0,2,30,68,38.270521807466125,-109.3640019
14265,1,19,15,0,1,27,63,38.270521807466125,-109.3637324
14266,1,20,13,0,2,22,58,38.270521807466125,-109.3634629
14267,1,24,11,1,3,18,58,38.270521807466125,-109.3631934
14268,2,24,11,1,4,17,59,38.270521807466125,-109.3629239
14269,2,24,14,2,4,18,64,38.270521807466125,-109.3626544
14270,2,18,10,1,2,18,51,38.270521807466125,-109.3623849
14271,6,27,5,3,5,7,53,38.270521807466125,-109.3621154
14272,2,26,4,4,7,4,47,38.270521807466125,-109.3618459
14273,5,24,5,4,8,5,51,38.270521807466125,-109.3615764
14274,3,20,7,4,6,9,49,38.270521807466125,-109.3613069
14275,2,24,8,2,7,10,53,38.270521807466125,-109.3610374
14276,2,29,10,2,7,13,63,38.270521807466125,-109.3607679
14277,2,29,11,2,6,15,65,38.270521807466125,-109.3604984
14278,2,30,11,2,6,16,67,38.270521807466125,-109.360229
14279,2,26,12,1,6,17,64,38.270521807466125,-109.3599595
14280,2,21,14,0,3,23,63,38.270521807466125,-109.35969
14281,2,22,16,0,2,27,69,38.270521807466125,-109.3594205
14282,2,24,17,0,4,29,76,38.270521807466125,-109.359151
14283,2,25,18,0,4,29,78,38.270521807466125,-109.3588815
14284,1,26,18,0,5,30,80,38.270521807466125,-109.358612
14285,1,28,20,0,5,30,84,38.270521807466125,-109.3583425
14286,1,28,20,0,6,30,85,38.270521807466125,-109.358073
14287,0,27,19,0,6,30,82,38.270521807466125,-109.3578035
14288,1,24,21,0,6,32,84,38.270521807466125,-109.357534
14289,1,24,21,0,5,34,85,38.270521807466125,-109.3572645
14290,1,23,21,0,4,35,84,38.270521807466125,-109.356995
14291,4,17,16,2,4,30,73,38.270521807466125,-109.3567255
14292,6,18,16,7,3,28,78,38.270521807466125,-109.356456
14293,6,19,15,5,4,28,77,38.270521807466125,-109.3561865
14294,1,26,18,0,7,28,80,38.270521807466125,-109.355917
14295,1,25,17,0,7,28,78,38.270521807466125,-109.3556475
14296,2,23,16,0,6,25,72,38.270521807466125,-109.355378
14297,3,23,15,5,3,22,71,38.270521807466125,-109.3551086
14298,7,26,15,8,5,17,78,38.270521807466125,-109.3548391
14299,4,26,15,5,13,16,79,38.270521807466125,-109.3545696
14300,5,28,16,7,10,18,84,38.270521807466125,-109.3543001
14301,3,27,17,6,12,19,84,38.270521807466125,-109.3540306
14302,3,25,19,2,11,23,83,38.270521807466125,-109.3537611
14303,4,26,18,5,15,17,85,38.270521807466125,-109.3534916
14304,2,23,14,10,16,15,80,38.270521807466125,-109.3532221
14305,3,18,10,8,11,12,62,38.270521807466125,-109.3529526
14306,1,15,9,2,7,14,48,38.270521807466125,-109.3526831
14307,1,8,7,3,5,7,31,38.270521807466125,-109.3524136
14308,0,4,6,0,5,6,21,38.270521807466125,-109.3521441
14309,1,8,11,3,6,17,46,38.270521807466125,-109.3518746
14310,1,13,13,7,8,18,60,38.270521807466125,-109.3516051
14311,2,20,19,5,7,23,76,38.270521807466125,-109.3513356
14312,1,21,22,2,8,29,83,38.270521807466125,-109.3510661
14313,2,19,22,3,6,32,84,38.270521807466125,-109.3507966
14314,1,19,22,2,6,32,82,38.270521807466125,-109.3505271
14315,1,19,22,2,6,32,82,38.270521807466125,-109.3502577
14316,1,19,22,2,6,30,80,38.270521807466125,-109.3499882
14317,1,21,21,2,6,30,81,38.270521807466125,-109.3497187
14318,1,23,20,1,7,29,81,38.270521807466125,-109.3494492
14319,1,23,19,1,8,28,80,38.270521807466125,-109.3491797
14320,2,24,19,2,8,28,83,38.270521807466125,-109.3489102
14321,2,23,19,3,8,28,83,38.270521807466125,-109.3486407
14322,1,21,19,2,6,30,79,38.270521807466125,-109.3483712
14323,2,20,20,3,5,31,81,38.270521807466125,-109.3481017
14324,2,19,20,4,4,31,80,38.270521807466125,-109.3478322
14325,4,21,18,7,4,26,80,38.270521807466125,-109.3475627
14326,3,21,19,4,2,27,76,38.270521807466125,-109.3472932
14327,3,21,19,4,3,27,77,38.270521807466125,-109.3470237
14328,2,22,20,2,4,30,80,38.270521807466125,-109.3467542
14329,1,21,19,0,4,31,76,38.270521807466125,-109.3464847
14330,1,21,17,0,2,29,70,38.270521807466125,-109.3462152
14331,1,15,16,0,1,26,59,38.270521807466125,-109.3459457
14332,1,18,17,0,2,27,65,38.270521807466125,-109.3456762
14333,1,23,18,1,5,29,77,38.270521807466125,-109.3454068
14334,2,23,18,2,5,29,79,38.270521807466125,-109.3451373
14335,2,26,16,2,6,23,75,38.270521807466125,-109.3448678
14336,4,29,14,4,8,18,77,38.270521807466125,-109.3445983
14337,7,34,14,5,12,12,84,38.270521807466125,-109.3443288
14338,8,37,14,8,14,7,88,38.270521807466125,-109.3440593
14339,10,39,14,9,12,6,90,38.270521807466125,-109.3437898
14340,13,40,14,10,11,4,92,38.270521807466125,-109.3435203
14341,15,39,13,11,10,3,91,38.270521807466125,-109.3432508
14342,14,40,13,12,10,3,92,38.270521807466125,-109.3429813
14343,9,41,13,10,12,3,88,38.270521807466125,-109.3427118
14344,6,39,14,8,12,7,86,38.270521807466125,-109.3424423
14345,6,38,14,8,11,8,85,38.270521807466125,-109.3421728
14346,6,38,13,8,10,8,83,38.270521807466125,-109.3419033
14347,6,38,13,9,10,7,83,38.270521807466125,-109.3416338
14348,8,38,14,12,10,6,88,38.270521807466125,-109.3413643
14349,11,36,13,14,9,5,88,38.270521807466125,-109.3410948
14350,10,36,13,13,12,4,88,38.270521807466125,-109.3408253
14351,9,35,13,13,12,4,86,38.270521807466125,-109.3405558
14352,9,35,13,13,12,4,86,38.270521807466125,-109.3402864
14353,10,35,13,12,13,4,87,38.270521807466125,-109.3400169
