system:index,AFG,BGR,LTR,PFG,SHR,TRE,Total,latitude,longitude
0,14,34,13,15,11,2,89,38.29073390135882,-109.3693918
1,12,37,13,13,11,3,89,38.29073390135882,-109.3691223
2,12,36,13,14,11,3,89,38.29073390135882,-109.3688528
3,11,34,13,15,12,2,87,38.29046440677358,-109.3693918
4,10,36,13,15,12,3,89,38.29046440677358,-109.3691223
5,10,36,13,13,11,4,87,38.29046440677358,-109.3688528
6,10,37,12,11,11,4,85,38.29046440677358,-109.3685833
7,9,37,12,11,12,4,85,38.29046440677358,-109.3683138
8,12,35,13,14,13,2,89,38.29046440677358,-109.3680443
9,14,35,13,14,10,2,88,38.29019491218835,-109.3693918
10,13,36,13,13,10,3,88,38.29019491218835,-109.3691223
11,13,36,13,13,9,4,88,38.29019491218835,-109.3688528
12,12,37,13,12,9,4,87,38.29019491218835,-109.3685833
13,10,38,12,10,10,5,85,38.29019491218835,-109.3683138
14,13,36,13,12,10,5,89,38.29019491218835,-109.3680443
15,13,33,13,16,11,3,89,38.29019491218835,-109.3677748
16,14,33,13,17,11,2,90,38.29019491218835,-109.3675053
17,14,31,13,18,11,2,89,38.29019491218835,-109.3672358
18,20,33,14,14,9,1,91,38.28992541760311,-109.3693918
19,18,34,14,13,8,2,89,38.28992541760311,-109.3691223
20,17,34,14,14,9,2,90,38.28992541760311,-109.3688528
21,17,33,13,14,9,2,88,38.28992541760311,-109.3685833
22,17,33,13,13,10,3,89,38.28992541760311,-109.3683138
23,18,31,13,16,9,2,89,38.28992541760311,-109.3680443
24,16,31,13,17,10,3,90,38.28992541760311,-109.3677748
25,14,33,13,16,11,3,90,38.28992541760311,-109.3675053
26,13,34,13,16,11,2,89,38.28992541760311,-109.3672358
27,12,33,13,18,12,2,90,38.28992541760311,-109.3669663
28,12,32,13,17,12,3,89,38.28992541760311,-109.3666968
29,15,30,13,16,11,3,88,38.28992541760311,-109.3664273
30,14,29,13,15,10,5,86,38.28992541760311,-109.3661578
31,32,24,14,16,6,1,93,38.289655923017875,-109.3693918
32,22,30,14,15,9,2,92,38.289655923017875,-109.3691223
33,16,33,13,13,9,3,87,38.289655923017875,-109.3688528
34,13,35,13,13,10,3,87,38.289655923017875,-109.3685833
35,16,34,13,13,10,2,88,38.289655923017875,-109.3683138
36,20,32,13,15,9,2,91,38.289655923017875,-109.3680443
37,16,33,13,15,10,3,90,38.289655923017875,-109.3677748
38,14,35,13,14,9,4,89,38.289655923017875,-109.3675053
39,13,36,13,13,10,4,89,38.289655923017875,-109.3672358
40,12,36,13,12,10,5,88,38.289655923017875,-109.3669663
41,12,34,13,14,11,4,88,38.289655923017875,-109.3666968
42,15,27,13,19,10,2,86,38.289655923017875,-109.3664273
43,19,23,12,25,10,1,90,38.289655923017875,-109.3661578
44,23,22,12,26,8,0,91,38.289655923017875,-109.3658883
45,21,24,12,24,8,1,90,38.289655923017875,-109.3656188
46,19,28,13,19,8,2,89,38.289655923017875,-109.3653493
47,48,16,9,12,1,0,86,38.289386428432636,-109.3693918
48,40,22,11,16,5,1,95,38.289386428432636,-109.3691223
49,29,27,12,14,8,1,91,38.289386428432636,-109.3688528
50,19,31,13,12,9,3,87,38.289386428432636,-109.3685833
51,14,36,13,12,10,4,89,38.289386428432636,-109.3683138
52,15,36,14,12,9,3,89,38.289386428432636,-109.3680443
53,19,33,13,13,9,2,89,38.289386428432636,-109.3677748
54,16,34,13,14,10,3,90,38.289386428432636,-109.3675053
55,14,35,13,13,10,4,89,38.289386428432636,-109.3672358
56,14,36,13,11,9,5,88,38.289386428432636,-109.3669663
57,15,33,13,11,9,5,86,38.289386428432636,-109.3666968
58,18,29,13,13,9,4,86,38.289386428432636,-109.3664273
59,22,24,12,22,9,0,89,38.289386428432636,-109.3661578
60,27,21,12,28,6,0,94,38.289386428432636,-109.3658883
61,28,20,11,29,5,0,93,38.289386428432636,-109.3656188
62,25,24,13,26,4,1,93,38.289386428432636,-109.3653493
63,20,29,13,18,7,2,89,38.289386428432636,-109.3650799
64,15,33,13,13,7,5,86,38.289386428432636,-109.3648104
65,48,17,12,14,3,1,95,38.28911693,-109.3693918
66,52,16,10,10,4,1,93,38.28911693,-109.3691223
67,49,17,11,11,5,1,94,38.28911693,-109.3688528
68,35,23,12,12,7,1,90,38.28911693,-109.3685833
69,24,29,12,12,9,2,88,38.28911693,-109.3683138
70,19,33,13,12,10,2,89,38.28911693,-109.3680443
71,21,31,13,12,9,3,89,38.28911693,-109.3677748
72,18,32,13,13,9,3,88,38.28911693,-109.3675053
73,15,35,13,13,9,4,89,38.28911693,-109.3672358
74,13,36,13,12,10,5,89,38.28911693,-109.3669663
75,15,34,13,12,9,5,88,38.28911693,-109.3666968
76,16,33,13,12,9,5,88,38.28911693,-109.3664273
77,17,29,13,14,9,3,85,38.28911693,-109.3661578
78,21,26,12,21,7,1,88,38.28911693,-109.3658883
79,26,21,11,28,5,0,91,38.28911693,-109.3656188
80,27,23,12,26,4,1,93,38.28911693,-109.3653493
81,23,28,12,19,6,1,89,38.28911693,-109.3650799
82,18,33,13,13,6,4,87,38.28911693,-109.3648104
83,11,34,13,12,8,6,84,38.28911693,-109.3645409
84,8,33,13,13,12,7,86,38.28911693,-109.3642714
85,5,32,14,10,15,9,85,38.28911693,-109.3640019
86,23,28,13,14,9,3,90,38.28884743926217,-109.3693918
87,34,21,13,16,6,2,92,38.28884743926217,-109.3691223
88,41,18,12,12,5,3,91,38.28884743926217,-109.3688528
89,44,17,11,13,5,2,92,38.28884743926217,-109.3685833
90,42,18,12,14,5,2,93,38.28884743926217,-109.3683138
91,37,20,13,12,5,3,90,38.28884743926217,-109.3680443
92,37,21,13,11,5,3,90,38.28884743926217,-109.3677748
93,29,26,13,12,6,3,89,38.28884743926217,-109.3675053
94,18,32,13,12,8,4,87,38.28884743926217,-109.3672358
95,14,34,13,12,10,4,87,38.28884743926217,-109.3669663
96,15,34,13,13,10,4,89,38.28884743926217,-109.3666968
97,15,34,13,12,9,5,88,38.28884743926217,-109.3664273
98,17,31,13,14,9,4,88,38.28884743926217,-109.3661578
99,20,28,12,19,9,1,89,38.28884743926217,-109.3658883
100,25,27,12,19,8,1,92,38.28884743926217,-109.3656188
101,29,26,12,18,6,0,91,38.28884743926217,-109.3653493
102,24,30,12,17,5,1,89,38.28884743926217,-109.3650799
103,19,32,12,15,6,3,87,38.28884743926217,-109.3648104
104,13,32,13,16,9,4,87,38.28884743926217,-109.3645409
105,9,30,13,18,13,4,87,38.28884743926217,-109.3642714
106,6,31,13,13,16,6,85,38.28884743926217,-109.3640019
107,5,32,14,11,16,8,86,38.28884743926217,-109.3637324
108,5,32,14,10,15,9,85,38.28884743926217,-109.3634629
109,5,30,15,11,14,11,86,38.28884743926217,-109.3631934
110,14,36,13,11,12,4,90,38.28857794467693,-109.3693918
111,26,28,13,14,8,2,91,38.28857794467693,-109.3691223
112,42,21,12,11,5,2,93,38.28857794467693,-109.3688528
113,48,19,11,8,5,3,94,38.28857794467693,-109.3685833
114,43,18,12,10,6,3,92,38.28857794467693,-109.3683138
115,38,18,13,14,6,3,92,38.28857794467693,-109.3680443
116,37,17,13,16,7,3,93,38.28857794467693,-109.3677748
117,34,19,13,14,6,3,89,38.28857794467693,-109.3675053
118,28,25,13,13,7,3,89,38.28857794467693,-109.3672358
119,20,31,13,13,9,3,89,38.28857794467693,-109.3669663
120,14,35,14,12,9,4,88,38.28857794467693,-109.3666968
121,14,34,14,12,9,5,88,38.28857794467693,-109.3664273
122,16,30,14,17,9,4,90,38.28857794467693,-109.3661578
123,16,29,13,19,8,3,88,38.28857794467693,-109.3658883
124,17,29,13,17,9,2,87,38.28857794467693,-109.3656188
125,20,32,13,14,8,3,90,38.28857794467693,-109.3653493
126,19,35,12,13,7,3,89,38.28857794467693,-109.3650799
127,17,35,12,15,8,3,90,38.28857794467693,-109.3648104
128,14,32,12,19,10,2,89,38.28857794467693,-109.3645409
129,11,28,12,22,14,1,88,38.28857794467693,-109.3642714
130,6,29,13,20,16,3,87,38.28857794467693,-109.3640019
131,6,29,14,15,16,5,85,38.28857794467693,-109.3637324
132,6,30,14,14,16,6,86,38.28857794467693,-109.3634629
133,6,29,15,12,16,7,85,38.28857794467693,-109.3631934
134,6,27,15,13,14,9,84,38.28857794467693,-109.3629239
135,7,24,16,14,12,12,85,38.28857794467693,-109.3626544
136,9,18,14,19,10,11,81,38.28857794467693,-109.3623849
137,11,37,14,13,14,2,91,38.28830845009169,-109.3693918
138,15,35,14,15,12,2,93,38.28830845009169,-109.3691223
139,20,31,13,16,11,1,92,38.28830845009169,-109.3688528
140,20,30,13,14,10,3,90,38.28830845009169,-109.3685833
141,19,29,13,14,10,3,88,38.28830845009169,-109.3683138
142,20,26,13,15,9,3,86,38.28830845009169,-109.3680443
143,36,18,14,15,6,2,91,38.28830845009169,-109.3677748
144,38,15,14,16,7,3,93,38.28830845009169,-109.3675053
145,35,18,14,14,7,3,91,38.28830845009169,-109.3672358
146,31,23,13,12,7,2,88,38.28830845009169,-109.3669663
147,21,31,13,12,8,2,87,38.28830845009169,-109.3666968
148,15,35,13,10,9,4,86,38.28830845009169,-109.3664273
149,14,33,13,14,10,4,88,38.28830845009169,-109.3661578
150,13,33,13,15,9,4,87,38.28830845009169,-109.3658883
151,11,33,13,13,9,5,84,38.28830845009169,-109.3656188
152,11,35,13,10,9,6,84,38.28830845009169,-109.3653493
153,11,35,13,15,9,3,86,38.28830845009169,-109.3650799
154,10,34,12,16,10,4,86,38.28830845009169,-109.3648104
155,8,32,13,18,12,4,87,38.28830845009169,-109.3645409
156,7,30,13,19,15,3,87,38.28830845009169,-109.3642714
157,6,28,13,22,15,4,88,38.28830845009169,-109.3640019
158,6,28,13,19,15,4,85,38.28830845009169,-109.3637324
159,6,28,13,17,16,4,84,38.28830845009169,-109.3634629
160,6,26,14,17,16,5,84,38.28830845009169,-109.3631934
161,6,24,14,18,15,6,83,38.28830845009169,-109.3629239
162,6,23,15,14,13,12,83,38.28830845009169,-109.3626544
163,8,19,14,18,10,12,81,38.28830845009169,-109.3623849
164,11,17,13,20,9,12,82,38.28830845009169,-109.3621154
165,9,16,13,18,10,12,78,38.28830845009169,-109.3618459
166,9,39,14,9,15,4,90,38.28803895550646,-109.3693918
167,11,37,15,13,14,2,92,38.28803895550646,-109.3691223
168,12,37,15,13,13,3,93,38.28803895550646,-109.3688528
169,11,37,14,11,12,4,89,38.28803895550646,-109.3685833
170,10,36,14,11,12,5,88,38.28803895550646,-109.3683138
171,13,32,14,11,12,5,87,38.28803895550646,-109.3680443
172,21,23,16,13,6,9,88,38.28803895550646,-109.3677748
173,30,17,15,16,7,5,90,38.28803895550646,-109.3675053
174,37,15,14,17,9,2,94,38.28803895550646,-109.3672358
175,38,17,13,14,8,2,92,38.28803895550646,-109.3669663
176,32,23,13,12,7,2,89,38.28803895550646,-109.3666968
177,22,29,13,13,8,3,88,38.28803895550646,-109.3664273
178,16,31,13,14,9,4,87,38.28803895550646,-109.3661578
179,14,33,13,13,10,4,87,38.28803895550646,-109.3658883
180,11,36,13,12,11,4,87,38.28803895550646,-109.3656188
181,8,37,13,9,12,6,85,38.28803895550646,-109.3653493
182,6,35,12,9,12,7,81,38.28803895550646,-109.3650799
183,6,34,13,13,14,6,86,38.28803895550646,-109.3648104
184,6,32,13,16,15,4,86,38.28803895550646,-109.3645409
185,7,30,13,16,15,5,86,38.28803895550646,-109.3642714
186,6,29,13,17,15,6,86,38.28803895550646,-109.3640019
187,6,28,13,20,15,4,86,38.28803895550646,-109.3637324
188,6,26,13,21,14,5,85,38.28803895550646,-109.3634629
189,6,24,13,22,13,5,83,38.28803895550646,-109.3631934
190,7,21,13,24,12,5,82,38.28803895550646,-109.3629239
191,7,20,13,21,12,8,81,38.28803895550646,-109.3626544
192,7,19,13,19,11,13,82,38.28803895550646,-109.3623849
193,12,17,12,20,8,15,84,38.28803895550646,-109.3621154
194,12,16,12,22,7,15,84,38.28803895550646,-109.3618459
195,6,14,14,10,6,22,72,38.28803895550646,-109.3615764
196,4,15,13,6,6,22,66,38.28803895550646,-109.3613069
197,2,18,13,4,5,22,64,38.28803895550646,-109.3610374
198,11,38,14,10,14,3,90,38.287769460921226,-109.3693918
199,12,36,15,12,14,3,92,38.287769460921226,-109.3691223
200,12,36,15,13,13,3,92,38.287769460921226,-109.3688528
201,13,35,15,14,13,3,93,38.287769460921226,-109.3685833
202,13,36,15,12,13,3,92,38.287769460921226,-109.3683138
203,12,35,14,12,12,4,89,38.287769460921226,-109.3680443
204,13,32,14,12,11,6,88,38.287769460921226,-109.3677748
205,26,25,14,12,7,5,89,38.287769460921226,-109.3675053
206,38,19,13,13,7,2,92,38.287769460921226,-109.3672358
207,41,17,12,13,7,1,91,38.287769460921226,-109.3669663
208,40,18,12,15,6,1,92,38.287769460921226,-109.3666968
209,30,23,13,21,6,1,94,38.287769460921226,-109.3664273
210,25,25,13,21,6,2,92,38.287769460921226,-109.3661578
211,19,28,14,16,8,3,88,38.287769460921226,-109.3658883
212,15,30,14,13,8,6,86,38.287769460921226,-109.3656188
213,16,29,13,16,9,4,87,38.287769460921226,-109.3653493
214,7,32,13,13,13,7,85,38.287769460921226,-109.3650799
215,5,32,13,13,15,6,84,38.287769460921226,-109.3648104
216,6,31,13,17,16,4,87,38.287769460921226,-109.3645409
217,6,30,13,17,15,5,86,38.287769460921226,-109.3642714
218,5,28,13,17,15,5,83,38.287769460921226,-109.3640019
219,8,26,12,21,15,4,86,38.287769460921226,-109.3637324
220,7,25,12,23,14,4,85,38.287769460921226,-109.3634629
221,6,24,12,25,14,4,85,38.287769460921226,-109.3631934
222,6,25,13,24,13,4,85,38.287769460921226,-109.3629239
223,8,24,13,21,12,6,84,38.287769460921226,-109.3626544
224,7,23,15,17,10,13,85,38.287769460921226,-109.3623849
225,14,18,12,22,7,13,86,38.287769460921226,-109.3621154
226,15,16,12,23,7,14,87,38.287769460921226,-109.3618459
227,5,22,16,9,6,25,83,38.287769460921226,-109.3615764
228,2,20,14,6,5,27,74,38.287769460921226,-109.3613069
229,0,26,13,5,4,23,71,38.287769460921226,-109.3610374
230,1,25,13,2,4,22,67,38.287769460921226,-109.3607679
231,0,27,14,0,5,21,67,38.287769460921226,-109.3604984
232,13,38,14,10,14,2,91,38.287499966335986,-109.3693918
233,15,36,15,12,13,2,93,38.287499966335986,-109.3691223
234,14,35,15,13,13,3,93,38.287499966335986,-109.3688528
235,12,36,14,13,13,4,92,38.287499966335986,-109.3685833
236,11,37,14,11,12,5,90,38.287499966335986,-109.3683138
237,10,37,14,10,12,6,89,38.287499966335986,-109.3680443
238,9,37,14,10,12,6,88,38.287499966335986,-109.3677748
239,12,35,14,10,11,6,88,38.287499966335986,-109.3675053
240,14,32,13,12,10,6,87,38.287499966335986,-109.3672358
241,20,27,13,13,8,5,86,38.287499966335986,-109.3669663
242,29,22,14,14,6,5,90,38.287499966335986,-109.3666968
243,35,18,12,21,6,1,93,38.287499966335986,-109.3664273
244,33,20,12,24,5,1,95,38.287499966335986,-109.3661578
245,31,23,13,23,4,1,95,38.287499966335986,-109.3658883
246,30,23,13,21,5,1,93,38.287499966335986,-109.3656188
247,28,21,12,25,6,1,93,38.287499966335986,-109.3653493
248,10,26,12,24,10,5,87,38.287499966335986,-109.3650799
249,6,28,12,20,14,5,85,38.287499966335986,-109.3648104
250,5,29,12,19,16,4,85,38.287499966335986,-109.3645409
251,5,29,12,21,15,4,86,38.287499966335986,-109.3642714
252,5,29,12,22,15,4,87,38.287499966335986,-109.3640019
253,6,28,12,19,16,4,85,38.287499966335986,-109.3637324
254,8,26,13,18,16,4,85,38.287499966335986,-109.3634629
255,7,26,13,16,15,6,83,38.287499966335986,-109.3631934
256,5,28,14,12,15,9,83,38.287499966335986,-109.3629239
257,4,28,15,10,14,13,84,38.287499966335986,-109.3626544
258,3,28,15,12,13,17,88,38.287499966335986,-109.3623849
259,5,25,15,16,10,18,89,38.287499966335986,-109.3621154
260,5,22,15,15,8,21,86,38.287499966335986,-109.3618459
261,2,24,17,7,6,29,85,38.287499966335986,-109.3615764
262,2,19,15,7,11,24,78,38.287499966335986,-109.3613069
263,1,25,13,6,10,21,76,38.287499966335986,-109.3610374
264,1,26,14,4,6,22,73,38.287499966335986,-109.3607679
265,0,24,15,0,3,25,67,38.287499966335986,-109.3604984
266,1,27,14,5,5,19,71,38.287499966335986,-109.360229
267,1,22,14,8,7,16,68,38.287499966335986,-109.3599595
268,10,38,14,9,14,4,89,38.28723047175075,-109.3693918
269,13,35,14,12,13,3,90,38.28723047175075,-109.3691223
270,12,36,13,12,13,4,90,38.28723047175075,-109.3688528
271,11,37,13,11,12,5,89,38.28723047175075,-109.3685833
272,11,38,14,10,12,6,91,38.28723047175075,-109.3683138
273,11,38,14,9,14,5,91,38.28723047175075,-109.3680443
274,12,37,14,11,14,4,92,38.28723047175075,-109.3677748
275,11,38,14,9,13,5,90,38.28723047175075,-109.3675053
276,11,39,13,10,13,5,91,38.28723047175075,-109.3672358
277,13,36,13,11,12,4,89,38.28723047175075,-109.3669663
278,21,28,13,14,9,3,88,38.28723047175075,-109.3666968
279,38,19,12,14,6,2,91,38.28723047175075,-109.3664273
280,43,16,10,20,4,1,94,38.28723047175075,-109.3661578
281,42,17,11,22,3,0,95,38.28723047175075,-109.3658883
282,37,19,12,23,4,0,95,38.28723047175075,-109.3656188
283,32,20,11,24,6,2,95,38.28723047175075,-109.3653493
284,9,28,13,19,14,5,88,38.28723047175075,-109.3650799
285,6,30,14,17,17,4,88,38.28723047175075,-109.3648104
286,5,31,14,16,17,4,87,38.28723047175075,-109.3645409
287,4,30,14,16,17,5,86,38.28723047175075,-109.3642714
288,5,29,13,18,17,4,86,38.28723047175075,-109.3640019
289,5,28,13,15,18,6,85,38.28723047175075,-109.3637324
290,4,28,14,12,17,8,83,38.28723047175075,-109.3634629
291,3,28,15,9,17,11,83,38.28723047175075,-109.3631934
292,5,24,14,12,10,17,82,38.28723047175075,-109.3629239
293,4,25,15,10,8,23,85,38.28723047175075,-109.3626544
294,2,34,15,9,10,17,87,38.28723047175075,-109.3623849
295,1,32,15,12,10,18,88,38.28723047175075,-109.3621154
296,0,30,16,12,9,22,89,38.28723047175075,-109.3618459
297,2,24,16,9,13,23,87,38.28723047175075,-109.3615764
298,1,17,14,11,14,18,75,38.28723047175075,-109.3613069
299,2,26,11,10,16,9,74,38.28723047175075,-109.3610374
300,1,30,13,6,12,15,77,38.28723047175075,-109.3607679
301,0,25,15,1,3,27,71,38.28723047175075,-109.3604984
302,0,27,15,2,4,25,73,38.28723047175075,-109.360229
303,0,25,16,5,7,18,71,38.28723047175075,-109.3599595
304,1,23,15,11,12,15,77,38.28723047175075,-109.35969
305,3,21,14,18,19,12,87,38.28723047175075,-109.3594205
306,12,36,13,10,14,4,89,38.28696097716551,-109.3693918
307,12,35,13,11,13,5,89,38.28696097716551,-109.3691223
308,10,36,13,11,13,5,88,38.28696097716551,-109.3688528
309,12,36,13,12,12,5,90,38.28696097716551,-109.3685833
310,12,35,13,13,12,4,89,38.28696097716551,-109.3683138
311,14,33,14,13,12,4,90,38.28696097716551,-109.3680443
312,20,31,14,14,9,4,92,38.28696097716551,-109.3677748
313,14,34,14,11,12,5,90,38.28696097716551,-109.3675053
314,13,35,14,11,13,4,90,38.28696097716551,-109.3672358
315,13,36,13,10,13,4,89,38.28696097716551,-109.3669663
316,13,36,13,11,13,4,90,38.28696097716551,-109.3666968
317,29,25,13,14,8,3,92,38.28696097716551,-109.3664273
318,52,14,9,14,6,2,97,38.28696097716551,-109.3661578
319,49,12,8,20,6,2,97,38.28696097716551,-109.3658883
320,36,15,10,26,6,2,95,38.28696097716551,-109.3656188
321,21,23,12,22,9,3,90,38.28696097716551,-109.3653493
322,7,31,14,16,16,4,88,38.28696097716551,-109.3650799
323,7,31,14,15,17,3,87,38.28696097716551,-109.3648104
324,6,31,14,14,18,4,87,38.28696097716551,-109.3645409
325,5,31,14,14,18,4,86,38.28696097716551,-109.3642714
326,5,30,14,16,18,5,88,38.28696097716551,-109.3640019
327,4,29,15,12,18,9,87,38.28696097716551,-109.3637324
328,3,29,16,7,15,15,85,38.28696097716551,-109.3634629
329,2,29,16,4,13,20,84,38.28696097716551,-109.3631934
330,5,21,15,8,7,24,80,38.28696097716551,-109.3629239
331,3,22,16,8,6,28,83,38.28696097716551,-109.3626544
332,1,28,16,2,14,23,84,38.28696097716551,-109.3623849
333,0,28,16,9,12,20,85,38.28696097716551,-109.3621154
334,1,24,14,16,9,19,83,38.28696097716551,-109.3618459
335,1,25,15,16,12,16,85,38.28696097716551,-109.3615764
336,1,19,13,14,16,12,75,38.28696097716551,-109.3613069
337,2,26,12,12,17,9,78,38.28696097716551,-109.3610374
338,0,29,14,7,9,18,77,38.28696097716551,-109.3607679
339,0,31,15,4,6,26,82,38.28696097716551,-109.3604984
340,0,28,16,3,4,29,80,38.28696097716551,-109.360229
341,0,26,15,3,5,25,74,38.28696097716551,-109.3599595
342,0,23,16,6,7,22,74,38.28696097716551,-109.35969
343,0,24,17,9,11,21,82,38.28696097716551,-109.3594205
344,1,25,16,9,14,18,83,38.28696097716551,-109.359151
345,1,25,14,9,10,20,79,38.28696097716551,-109.3588815
346,13,34,13,11,12,5,88,38.28669148258028,-109.3693918
347,12,34,13,12,11,6,88,38.28669148258028,-109.3691223
348,11,33,13,14,11,6,88,38.28669148258028,-109.3688528
349,11,34,13,14,11,5,88,38.28669148258028,-109.3685833
350,11,34,14,14,11,6,90,38.28669148258028,-109.3683138
351,13,31,15,13,11,6,89,38.28669148258028,-109.3680443
352,21,26,15,17,9,4,92,38.28669148258028,-109.3677748
353,15,29,15,16,9,5,89,38.28669148258028,-109.3675053
354,14,31,14,15,11,5,90,38.28669148258028,-109.3672358
355,11,35,14,12,13,5,90,38.28669148258028,-109.3669663
356,9,37,14,10,14,5,89,38.28669148258028,-109.3666968
357,20,27,13,15,13,1,89,38.28669148258028,-109.3664273
358,48,13,9,17,7,2,96,38.28669148258028,-109.3661578
359,52,10,8,19,7,2,98,38.28669148258028,-109.3658883
360,42,12,8,23,8,2,95,38.28669148258028,-109.3656188
361,36,16,9,22,8,2,93,38.28669148258028,-109.3653493
362,12,27,12,21,13,2,87,38.28669148258028,-109.3650799
363,8,30,13,17,16,2,86,38.28669148258028,-109.3648104
364,7,31,13,15,17,3,86,38.28669148258028,-109.3645409
365,5,31,14,14,17,5,86,38.28669148258028,-109.3642714
366,5,30,14,13,17,6,85,38.28669148258028,-109.3640019
367,4,29,15,10,16,11,85,38.28669148258028,-109.3637324
368,2,29,17,4,12,20,84,38.28669148258028,-109.3634629
369,3,28,16,2,8,25,82,38.28669148258028,-109.3631934
370,3,27,16,3,7,27,83,38.28669148258028,-109.3629239
371,3,27,16,1,11,26,84,38.28669148258028,-109.3626544
372,2,24,15,4,13,23,81,38.28669148258028,-109.3623849
373,1,21,14,9,12,18,75,38.28669148258028,-109.3621154
374,1,18,14,11,11,16,71,38.28669148258028,-109.3618459
375,2,25,12,15,15,11,80,38.28669148258028,-109.3615764
376,2,24,15,11,13,16,81,38.28669148258028,-109.3613069
377,2,25,15,10,12,16,80,38.28669148258028,-109.3610374
378,2,27,14,8,9,19,79,38.28669148258028,-109.3607679
379,0,28,16,5,7,25,81,38.28669148258028,-109.3604984
380,0,26,17,3,5,31,82,38.28669148258028,-109.360229
381,0,27,16,4,6,26,79,38.28669148258028,-109.3599595
382,0,27,17,5,7,25,81,38.28669148258028,-109.35969
383,0,27,19,4,6,27,83,38.28669148258028,-109.3594205
384,0,27,20,3,10,26,86,38.28669148258028,-109.359151
385,1,26,19,5,9,27,87,38.28669148258028,-109.3588815
386,1,27,17,8,12,20,85,38.28669148258028,-109.358612
387,2,28,15,10,11,15,81,38.28669148258028,-109.3583425
388,12,33,13,12,12,6,88,38.28642198799504,-109.3693918
389,12,29,15,14,10,9,89,38.28642198799504,-109.3691223
390,14,29,14,16,10,5,88,38.28642198799504,-109.3688528
391,12,31,14,15,11,5,88,38.28642198799504,-109.3685833
392,11,31,14,16,11,6,89,38.28642198799504,-109.3683138
393,13,28,14,19,10,5,89,38.28642198799504,-109.3680443
394,16,25,15,21,8,6,91,38.28642198799504,-109.3677748
395,13,28,15,19,9,5,89,38.28642198799504,-109.3675053
396,12,30,14,17,10,6,89,38.28642198799504,-109.3672358
397,10,33,14,13,11,7,88,38.28642198799504,-109.3669663
398,9,36,14,9,13,7,88,38.28642198799504,-109.3666968
399,12,32,14,13,14,4,89,38.28642198799504,-109.3664273
400,34,19,11,20,9,2,95,38.28642198799504,-109.3661578
401,42,13,8,22,8,2,95,38.28642198799504,-109.3658883
402,44,13,8,23,7,1,96,38.28642198799504,-109.3656188
403,42,14,8,24,7,1,96,38.28642198799504,-109.3653493
404,34,18,10,22,8,2,94,38.28642198799504,-109.3650799
405,19,23,12,21,11,1,87,38.28642198799504,-109.3648104
406,10,28,13,18,13,3,85,38.28642198799504,-109.3645409
407,8,29,14,16,14,4,85,38.28642198799504,-109.3642714
408,5,29,14,14,16,6,84,38.28642198799504,-109.3640019
409,4,31,15,10,16,10,86,38.28642198799504,-109.3637324
410,3,29,16,5,12,20,85,38.28642198799504,-109.3634629
411,3,26,16,2,7,26,80,38.28642198799504,-109.3631934
412,1,29,16,0,5,28,79,38.28642198799504,-109.3629239
413,1,27,15,1,10,23,77,38.28642198799504,-109.3626544
414,1,25,13,4,11,18,72,38.28642198799504,-109.3623849
415,0,22,12,6,14,16,70,38.28642198799504,-109.3621154
416,1,24,12,7,11,18,73,38.28642198799504,-109.3618459
417,1,27,15,8,8,20,79,38.28642198799504,-109.3615764
418,0,25,16,6,8,23,78,38.28642198799504,-109.3613069
419,1,26,17,7,8,22,81,38.28642198799504,-109.3610374
420,1,25,17,6,10,22,81,38.28642198799504,-109.3607679
421,1,25,17,5,8,26,82,38.28642198799504,-109.3604984
422,0,25,17,3,7,29,81,38.28642198799504,-109.360229
423,0,26,18,4,8,28,84,38.28642198799504,-109.3599595
424,0,26,18,4,7,27,82,38.28642198799504,-109.35969
425,0,25,19,4,7,29,84,38.28642198799504,-109.3594205
426,0,24,20,3,8,30,85,38.28642198799504,-109.359151
427,0,24,19,5,7,28,83,38.28642198799504,-109.3588815
428,0,26,18,4,7,28,83,38.28642198799504,-109.358612
429,0,22,16,4,6,24,72,38.28642198799504,-109.3583425
430,0,20,15,3,5,23,66,38.28642198799504,-109.358073
431,0,19,15,3,4,23,64,38.28642198799504,-109.3578035
432,11,32,14,13,12,6,88,38.28615249340981,-109.3693918
433,13,29,14,16,11,5,88,38.28615249340981,-109.3691223
434,13,29,14,18,10,5,89,38.28615249340981,-109.3688528
435,11,30,14,17,11,6,89,38.28615249340981,-109.3685833
436,12,28,14,18,11,6,89,38.28615249340981,-109.3683138
437,13,26,15,21,9,6,90,38.28615249340981,-109.3680443
438,14,26,15,21,7,6,89,38.28615249340981,-109.3677748
439,12,28,14,20,8,5,87,38.28615249340981,-109.3675053
440,11,30,14,17,10,6,88,38.28615249340981,-109.3672358
441,10,32,14,13,11,7,87,38.28615249340981,-109.3669663
442,9,34,14,10,13,8,88,38.28615249340981,-109.3666968
443,8,33,14,9,14,9,87,38.28615249340981,-109.3664273
444,17,24,14,18,12,6,91,38.28615249340981,-109.3661578
445,34,13,8,28,9,2,94,38.28615249340981,-109.3658883
446,39,12,8,26,7,1,93,38.28615249340981,-109.3656188
447,38,14,9,24,6,2,93,38.28615249340981,-109.3653493
448,35,15,9,26,6,1,92,38.28615249340981,-109.3650799
449,35,16,9,27,6,1,94,38.28615249340981,-109.3648104
450,27,19,10,27,8,2,93,38.28615249340981,-109.3645409
451,11,26,13,18,9,7,84,38.28615249340981,-109.3642714
